НвАЭС2  АРМ ПЗ (10CWH10)
Имя пользователя: PLS, Имя протокола: cfdi_nvate_diskret 
Создано: 04.08.2016 09:36:33, Выборка: 04.08.16 09:00:00 - 04.08.16 09:10:00
Время	KKS	Знач	Ед.изм	Дост	Описание	
04.08.16 03:00:45,885	11LBA40AA051_F1#9	НЕТ		повт.нд	Сигнал неисправности канала A между УСБ и ФМ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA051_F1#10	НЕТ		повт.нд	Сигнал неисправности канала B между УСБ и ФМ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA051_F2#0	НЕТ		повт.нд	Местное управление|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA051_F2#1	НЕТ		повт.нд	Неисправность цепей конечных выключателей|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA051_F2#2	НЕТ		повт.нд	Неисправность цепей моментных муфт|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA051_F2#3	НЕТ		повт.нд	Превышен момент в направлении ЗАКРЫТЬ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA051_F2#4	НЕТ		повт.нд	Превышен момент в направлении ОТКРЫТЬ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA051_OU	Нет команд  пл		повт.нет	ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA051_XE11	1		повт.дост	Открыть арматуру 11LBA40AA051 (11CLA22)	
04.08.16 03:00:45,885	11LBA40AA051_XE12	0		повт.дост	Закрыть арматуру 11LBA40AA051 (11CLA22)	
04.08.16 03:00:45,885	11LBA40AA051_XE21	1		повт.дост	Открыть арматуру 11LBA40AA051 (11CLA24)	
04.08.16 03:00:45,885	11LBA40AA051_XE22	0		повт.дост	Закрыть арматуру 11LBA40AA051 (11CLA24)	
04.08.16 03:00:45,885	11LBA40AA051_Z0#0	НЕТ		повт.дост	Положение ЗАКРЫТО|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA051_Z0#1	ДА		повт.дост	Положение ОТКРЫТО|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA051_Z0#6	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA051_Z0#7	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_B0#0	НЕТ		повт.нд	Дистанционная команда ЗАКРЫТЬ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_B0#1	НЕТ		повт.нд	Дистанционная команда ОТКРЫТЬ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F0#5	НЕТ		повт.дост	Обобщенный сигнал неисправности управления|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F1#0	НЕТ		повт.дост	Превышение контрольного времени в направлении ЗАКРЫТЬ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F1#1	НЕТ		повт.дост	Превышение контрольного времени в направлении ОТКРЫТЬ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F1#2	НЕТ		повт.дост	Несоответствие состояния: вместо ОТКРЫТО–ЗАКРЫТО|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F1#3	НЕТ		повт.дост	Несоответствие состояния: вместо ЗАКРЫТО–ОТКРЫТО|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F1#4	НЕТ		повт.дост	Неисправность схемы управления|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F1#5	НЕТ		повт.дост	Тестовый режим|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F1#6	НЕТ		повт.дост	Снижение напряжения силового питания|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F1#7	НЕТ		повт.дост	Неисправность цепей командных выходов|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F1#8	НЕТ		повт.дост	Сигнал отказа БААУ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F1#9	НЕТ		повт.дост	Сигнал неисправности канала A между УСБ и ФМ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F1#10	НЕТ		повт.дост	Сигнал неисправности канала B между УСБ и ФМ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F2#0	НЕТ		повт.дост	Местное управление|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F2#1	НЕТ		повт.дост	Неисправность цепей конечных выключателей|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F2#2	НЕТ		повт.дост	Неисправность цепей моментных муфт|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F2#3	НЕТ		повт.дост	Превышен момент в направлении ЗАКРЫТЬ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_F2#4	НЕТ		повт.дост	Превышен момент в направлении ОТКРЫТЬ|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_OU	Нет команд  пл		повт.нет	ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_XE11	1		повт.дост	Открыть арматуру 11LBA40AA053 (11CLA22)	
04.08.16 03:00:45,885	11LBA40AA053_XE12	0		повт.дост	Закрыть арматуру 11LBA40AA053 (11CLA22)	
04.08.16 03:00:45,885	11LBA40AA053_XE21	1		повт.дост	Открыть арматуру 11LBA40AA053 (11CLA24)	
04.08.16 03:00:45,885	11LBA40AA053_XE22	0		повт.дост	Закрыть арматуру 11LBA40AA053 (11CLA24)	
04.08.16 03:00:45,885	11LBA40AA053_Z0#0	НЕТ		повт.дост	Положение ЗАКРЫТО|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_Z0#1	ДА		повт.дост	Положение ОТКРЫТО|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_Z0#6	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA053_Z0#7	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ПАР ОТ БЗОК В АТМ-РУ	
04.08.16 03:00:45,885	11LBA40AA091_B0#0	НЕТ		повт.нд	Дистанционная команда ОТКЛЮЧИТЬ|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_B0#1	НЕТ		повт.нд	Дистанционная команда ВКЛЮЧИТЬ|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F0#5	НЕТ		повт.нд	Обобщенный сигнал неисправности управления|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F1#0	НЕТ		повт.нд	Превышение контрольного времени в направлении ОТКЛЮЧИТЬ|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F1#1	НЕТ		повт.нд	Превышение контрольного времени в направлении ВКЛЮЧИТЬ|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F1#2	НЕТ		повт.нд	Несоответствие состояния: вместо ВКЛЮЧЕНО–ОТКЛЮЧЕНО|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F1#3	НЕТ		повт.нд	Несоответствие состояния: вместо ОТКЛЮЧЕНО–ВКЛЮЧЕНО|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F1#4	НЕТ		повт.нд	Неисправность схемы управления|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F1#5	НЕТ		повт.нд	Тестовый режим|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F1#6	НЕТ		повт.нд	Снижение напряжения силового питания|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F1#7	НЕТ		повт.нд	Неисправность цепей командных выходов|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F1#8	НЕТ		повт.нд	Сигнал отказа БААУ|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F1#9	НЕТ		повт.нд	Сигнал неисправности канала A между УСБ и ФМ|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F1#10	НЕТ		повт.нд	Сигнал неисправности канала B между УСБ и ФМ|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F2#0	НЕТ		повт.нд	Местное управление|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_F2#1	НЕТ		повт.нд	Неисправность цепей концевых выключателей|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_OU	Нет команд  пл		повт.нет	ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_XE11	0		повт.дост	Открыть арматуру 11LBA40AA091 (11CLA22)	
04.08.16 03:00:45,885	11LBA40AA091_XE12	1		повт.дост	Закрыть арматуру 11LBA40AA091 (11CLA22)	
04.08.16 03:00:45,885	11LBA40AA091_XE21	0		повт.дост	Открыть арматуру 11LBA40AA091 (11CLA24)	
04.08.16 03:00:45,885	11LBA40AA091_XE22	1		повт.дост	Закрыть арматуру 11LBA40AA091 (11CLA24)	
04.08.16 03:00:45,885	11LBA40AA091_Z0#0	ДА		повт.нд	Состояние ОТКЛЮЧЕНО|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_Z0#1	НЕТ		повт.нд	Состояние ВКЛЮЧЕНО|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_Z0#6	НЕТ		повт.нд	Недостоверное состояние исполнительного механизма|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA091_Z0#7	НЕТ		повт.нд	Недостоверное состояние исполнительного механизма|ЭК В ИУ ИПУ ПГ	
04.08.16 03:00:45,885	11LBA40AA093_B0#0	НЕТ		повт.нд	Дистанционная команда ЗАКРЫТЬ|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_B0#1	НЕТ		повт.нд	Дистанционная команда ОТКРЫТЬ|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F0#5	НЕТ		повт.дост	Обобщенный сигнал неисправности управления|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F1#0	НЕТ		повт.дост	Превышение контрольного времени в направлении ЗАКРЫТЬ|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F1#1	НЕТ		повт.дост	Превышение контрольного времени в направлении ОТКРЫТЬ|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F1#2	НЕТ		повт.дост	Несоответствие состояния: вместо ОТКРЫТО–ЗАКРЫТО|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F1#3	НЕТ		повт.дост	Несоответствие состояния: вместо ЗАКРЫТО–ОТКРЫТО|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F1#4	НЕТ		повт.дост	Неисправность схемы управления|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F1#5	НЕТ		повт.дост	Тестовый режим|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F1#6	НЕТ		повт.дост	Снижение напряжения силового питания|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F1#7	НЕТ		повт.дост	Неисправность цепей командных выходов|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F1#8	НЕТ		повт.дост	Сигнал отказа БААУ|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F1#9	НЕТ		повт.дост	Сигнал неисправности канала A между УСБ и ФМ|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F1#10	НЕТ		повт.дост	Сигнал неисправности канала B между УСБ и ФМ|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F2#0	НЕТ		повт.дост	Местное управление|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F2#1	НЕТ		повт.дост	Неисправность цепей конечных выключателей|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F2#2	НЕТ		повт.дост	Неисправность цепей моментных муфт|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F2#3	НЕТ		повт.дост	Превышен момент в направлении ЗАКРЫТЬ|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_F2#4	НЕТ		повт.дост	Превышен момент в направлении ОТКРЫТЬ|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_OU	КВИТ. ЗАКР.		повт.дост	ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_Z0#0	НЕТ		повт.дост	Положение ЗАКРЫТО|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_Z0#1	НЕТ		повт.дост	Положение ОТКРЫТО|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_Z0#6	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA093_Z0#7	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ПУ В СОСТАВЕ ИУ	
04.08.16 03:00:45,885	11LBA40AA901_XG11	НЕТ		повт.дост	ПОЛОЖЕНИЕ ИПУ ПГ ОТКР	
04.08.16 03:00:45,885	11LBA40AA901_XG61	ДА		повт.дост	ПОЛОЖЕНИЕ ИПУ ПГ ЗАКР	
04.08.16 03:00:45,885	11LBA40AA901_XM26	НЕТ		повт.дост	ПОЛОЖЕНИЕ ИПУ ПГ НЕИСПРАВН	
04.08.16 03:00:45,885	11LBA40AA903_XG11	НЕТ		повт.дост	ПОЛОЖ ИК ИПУ ПГ ОТКР	
04.08.16 03:00:45,885	11LBA40AA903_XG61	ДА		повт.дост	ПОЛОЖ ИК ИПУ ПГ ЗАКР	
04.08.16 03:00:45,885	11LBA40AA903_XM26	НЕТ		повт.дост	ПОЛОЖ ИК ИПУ ПГ НЕИСПРАВН	
04.08.16 03:00:45,885	11LBA40AA951A_XG11	0		повт.дост	Клапан 11LBA40AA951A закрыт	
04.08.16 03:00:45,885	11LBA40AA951A_XG15	НЕТ		повт.дост	ПОЛОЖЕНИЕ БЗОК ЗАКР	
04.08.16 03:00:45,885	11LBA40AA951B_XG21	0		повт.дост	Клапан 11LBA40AA951B закрыт	
04.08.16 03:00:45,885	11LBA40AA951B_XG25	НЕТ		повт.дост	ПОЛОЖЕНИЕ БЗОК ЗАКР	
04.08.16 03:00:45,885	11LBA40AA951C_XG31	0		повт.дост	Клапан 11LBA40AA951C закрыт	
04.08.16 03:00:45,885	11LBA40AA951C_XG35	НЕТ		повт.дост	ПОЛОЖЕНИЕ БЗОК ЗАКР	
04.08.16 03:00:45,885	11LBA40AA951N_XG15	НЕТ		повт.дост	ПОЛОЖЕНИЕ БЗОК ЗАКР	
04.08.16 03:00:45,885	11LBA40AA951P_XG11	ДА		повт.дост	ПОЛОЖЕНИЕ БЗОК ОТКР	
04.08.16 03:00:45,885	11LBA40AA951Q_XG11	ДА		повт.дост	ПОЛОЖЕНИЕ БЗОК ОТКР	
04.08.16 03:00:45,885	11LBA40AA951T_XG11	ДА		повт.дост	ПОЛОЖЕНИЕ БЗОК ОТКР	
04.08.16 03:00:45,885	11LBA40CP001_XH01	НЕТ		повт.дост	P В ПОЛОСТИ ГПК >0.35 МПА	
04.08.16 03:00:45,885	11LBA40CP001_XH03	НЕТ		повт.дост	P В ПОЛОСТИ ГПК >0.495 МПА	
04.08.16 03:00:45,885	11LBA40CP801A_XM31	0		повт.дост	ДСЗ Отклонение 1 датчика P	
04.08.16 03:00:45,885	11LBA40CP801A_ZK51	0		повт.дост	ДСЗ Сработал БСОУТ2 к4.1 / P в ПГ4 < 5,14 Мпа (Абсолютное)	
04.08.16 03:00:45,885	11LBA40CP801B_XM32	0		повт.дост	ДСЗ Отклонение 2 датчика P	
04.08.16 03:00:45,885	11LBA40CP801B_ZK52	0		повт.дост	ДСЗ Сработал БСОУТ2 к4.1 / P в ПГ4 < 5,14 Мпа (Абсолютное)	
04.08.16 03:00:45,885	11LBA40CP801C_XM33	0		повт.дост	ДСЗ Отклонение 3 датчика P	
04.08.16 03:00:45,885	11LBA40CP801C_ZK53	0		повт.дост	ДСЗ Сработал БСОУТ2 к4.1 / P в ПГ4 < 5,14 Мпа (Абсолютное)	
04.08.16 03:00:45,885	11LBA40CP801_XM20	0		повт.дост	ДСЗ Обобщенное отклонение между датчиками A B C	
04.08.16 03:00:45,885	11LBA40CP801_XM51	0		повт.дост	ДСЗ Рассогласование 2 из 3 к.1 / P в ПГ4 < 5,14 Мпа (Абсолютное)	
04.08.16 03:00:45,885	11LBA40CP801_XM52	0		повт.дост	ДСЗ Рассогласование 2 из 3 к.2 / P в ПГ4 < 5,14 Мпа (Абсолютное)	
04.08.16 03:00:45,885	11LBA40CP801_XM53	0		повт.дост	ДСЗ Рассогласование 2 из 3 к.3 / P в ПГ4 < 5,14 Мпа (Абсолютное)	
04.08.16 03:00:45,885	11LBA40CP801_ZE51	0		повт.дост	ДСЗ Сработал 2 из 3 (1-й канал) / P в ПГ4 < 5,14 Мпа (Абсолютное)	
04.08.16 03:00:45,885	11LBA40CP801_ZE52	0		повт.дост	ДСЗ Сработал 2 из 3 (2-й канал) / P в ПГ4 < 5,14 Мпа (Абсолютное)	
04.08.16 03:00:45,885	11LBA40CP801_ZE53	0		повт.дост	ДСЗ Сработал 2 из 3 (3-й канал) / P в ПГ4 < 5,14 Мпа (Абсолютное)	
04.08.16 03:00:45,885	11LBA40CP901_XH05	ДА		повт.дост	Р В ПАРПР 40 >0.5 МПА	
04.08.16 03:00:45,885	11LBA40CP901_XH60	ДА		повт.дост	Р В ПАРПР 40 <7.85 МПА	
04.08.16 03:00:45,885	11LBA40CP901_XH62	ДА		повт.дост	Р В ПАРПР 40 <7.23 МПА	
04.08.16 03:00:45,885	11LBA40CP901_XM20	НЕТ		повт.дост	Р В ПАРПР 40 ОТКЛОНЕНИЕ	
04.08.16 03:00:45,885	11LBA40CR801A_OU	0  пл		повт.нет	МПД от паропровода парогенератора ПГ-4. Здание UJE. Тестовый режим	
04.08.16 03:00:45,885	11LBA40CR801A_XB41	0		повт.дост	МПД от паропровода парогенератора ПГ-4. Здание UJE. Тест	
04.08.16 03:00:45,885	11LBA40CR801A_XG61	0		повт.дост	Уровень активности в паропроводе ПГ-4 > допустимого	
04.08.16 03:00:45,885	11LBA40CR801A_XH01	0		повт.дост	МПД от паропровода парогенератора ПГ-4. Здание UJE. Предупредительная уставка	
04.08.16 03:00:45,885	11LBA40CR801A_XH03	0		повт.дост	МПД от паропровода парогенератора ПГ-4. Здание UJE. Аварийная уставка	
04.08.16 03:00:45,885	11LBA40CR801A_XM17	0		повт.дост	МПД от паропровода парогенератора ПГ-4. Здание UJE. Открыта дверь	
04.08.16 03:00:45,885	11LBA40CR801A_XM26	0		повт.дост	МПД от паропровода парогенератора ПГ-4. Здание UJE. Отказ канала	
04.08.16 03:00:45,885	11LBA40CR801C_XG81	0		повт.дост	Уровень активности в паропроводе ПГ-4 > допустимого	
04.08.16 03:00:45,885	11LBA40EE001K_XM23	НЕТ		повт.дост	СРАБАТ АВАР ЗАЩИТ	
04.08.16 03:00:45,885	11LBA40EE001K_ZV01	НЕТ		повт.дост	СРАБАТ АВАР ЗАЩИТ	
04.08.16 03:00:45,885	11LBA40EE005_ZV01	НЕТ		повт.дост	ОТКАЗ ИК ИУ НА ЗАКР	
04.08.16 03:00:45,885	11LBA40EE006_ZV01	НЕТ		повт.дост	ОТКАЗ ЭК ИУ НА ЗАКР	
04.08.16 03:00:45,885	11LBA50CP901_XM20	НЕТ		повт.дост	Р ГПК ОТКЛОНЕНИЕ	
04.08.16 03:00:45,885	11LBA50CP901_XM31	НЕТ		повт.дост	Р ГПК ОТКЛОН 1Д	
04.08.16 03:00:45,885	11LBA50CP901_XM32	НЕТ		повт.дост	Р ГПК ОТКЛОН 2Д	
04.08.16 03:00:45,885	11LBA50CP901_XM33	НЕТ		повт.дост	Р ГПК ОТКЛОН 3Д	
04.08.16 03:00:45,885	12LBA10AA001A_XG11	0		повт.дост	Задвижка 12LBA10AA001 закрыта	
04.08.16 03:00:45,885	12LBA10AA001B_XG21	0		повт.дост	Задвижка 12LBA10AA001 закрыта (сигнал B)	
04.08.16 03:00:45,885	12LBA10AA001C_XG31	0		повт.дост	Задвижка 12LBA10AA001 закрыта (сигнал C)	
04.08.16 03:00:45,885	12LBA10AA001_B0#0	НЕТ		повт.нд	Дистанционная команда ЗАКРЫТЬ|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_B0#1	НЕТ		повт.нд	Дистанционная команда ОТКРЫТЬ|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_F1#0	НЕТ		повт.дост	Превышение контрольного времени в направлении ЗАКРЫТЬ|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_F1#1	НЕТ		повт.дост	Превышение контрольного времени в направлении ОТКРЫТЬ|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_F1#2	НЕТ		повт.дост	Несоответствие состояния: вместо ОТКРЫТО–ЗАКРЫТО|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_F1#3	НЕТ		повт.дост	Несоответствие состояния: вместо ЗАКРЫТО–ОТКРЫТО|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_F1#4	НЕТ		повт.дост	Неисправность схемы управления|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_F1#5	НЕТ		повт.дост	Тестовый режим|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_F1#6	НЕТ		повт.дост	Снижение напряжения силового питания|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_F1#7	НЕТ		повт.дост	Неисправность цепей командных выходов|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_F1#8	НЕТ		повт.дост	Сигнал отказа БААУ|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_F1#9	НЕТ		повт.дост	Сигнал неисправности канала A между УСБ и ФМ|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_F1#10	НЕТ		повт.дост	Сигнал неисправности канала B между УСБ и ФМ|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_OU	ОТКРЫТЬ		повт.дост	ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_XE12	0		повт.дост	Закрыть арматуру 12LBA10AA001 (12CLB22)	
04.08.16 03:00:45,885	12LBA10AA001_XE22	0		повт.дост	Закрыть арматуру 12LBA10AA001 (12CLB24)	
04.08.16 03:00:45,885	12LBA10AA001_Z0#0	НЕТ		повт.дост	Положение ЗАКРЫТО|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_Z0#1	ДА		повт.дост	Положение ОТКРЫТО|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_Z0#6	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA001_Z0#7	НЕТ		повт.дост	Недостоверное состояние исполнительного механизма|ЗАДВИЖКА ПЕРЕД БРУ-А	
04.08.16 03:00:45,885	12LBA10AA042_B0#0	НЕТ		повт.нд	Дистанционная команда ЗАКРЫТЬ|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_B0#1	НЕТ		повт.нд	Дистанционная команда ОТКРЫТЬ|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_F0#5	НЕТ		повт.дост	Обобщенный сигнал неисправности управления|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_F1#0	НЕТ		повт.нд	Превышение контрольного времени в направлении ЗАКРЫТЬ|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_F1#1	НЕТ		повт.нд	Превышение контрольного времени в направлении ОТКРЫТЬ|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_F1#2	НЕТ		повт.нд	Несоответствие состояния: вместо ОТКРЫТО–ЗАКРЫТО|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_F1#3	НЕТ		повт.нд	Несоответствие состояния: вместо ЗАКРЫТО–ОТКРЫТО|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_F1#4	НЕТ		повт.нд	Неисправность схемы управления|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_F1#5	НЕТ		повт.нд	Тестовый режим|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_F1#6	НЕТ		повт.нд	Снижение напряжения силового питания|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_F1#7	НЕТ		повт.нд	Неисправность цепей командных выходов|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_F1#8	НЕТ		повт.нд	Сигнал отказа БААУ|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_F1#9	НЕТ		повт.нд	Сигнал неисправности канала A между УСБ и ФМ|БЫСТРОЕ ЗАКРЫТ. БЗОК	
04.08.16 03:00:45,885	12LBA10AA042_F1#10	НЕТ		повт.нд	Сигнал неисправности канала B между УСБ и ФМ|БЫСТРОЕ ЗАКРЫТ. БЗОК	
